record_manager,company,phone,address1,city,state,zipcode,website,industry,company_email
Amp Harrell,Fred Meyer,,,,,,,,
Amp Harrell,Friends of North Creek Forest,,PO Box 2053,Bothell,WA,98041-2053,https://www.friendsnorthcreekforest.org/,,
House,Frontier Communications,,1800 41st Street,Everett,WA,98201,,,
Amp Harrell,Funko,(425) 783-3616,2802 Wetmore Ave,Everett,WA,98201,funko.com,,
Amp Harrell,Furniture World,,Snohomish,Marysville,WA,98270,furnitureworldnw.com,,
Maury Eskenazi,Galaxy Theatre-Monroe,(360) 863-8665,One Galaxy Way,Everett,WA,,galaxytheatres.com/Monroe,,info@galaxytheatres.com
House,Gallagher's Where-U-Brew,(425) 776-4209,180 W. Dayton St.,Edmonds,WA,98020,www.whereubrew.com,,gallaghersmugclub@hotmail.com
House,Garden Court Retirement Community,(425) 357-7534,520 112th Street SW,Everett,WA,98204,gardencourtretirement.com,,GardenCourt@artegan.com
Maury Eskenazi,Geico,(425) 551-5220,2828 Colby Ave Ste 101,Everett,WA,98201,,Financial / Insurance,KMcarthur@geico.com
Chuck Maylin,Gen Media Partners,,,,WA,,www.genmediapartners.com,,
Deanna Sigel,Genesis of Everett,,7800 Evergreen Way,Everett,WA,998203,https://www.genesisofeverett.com,,
Maury Eskenazi,Genesis Refrigeration HVAC,(425) 261-9095,19916 Old Owen Rd,Monore,WA,,genesishvacr.com,,info@genesishvacr.com
House,Georgetown Brewing,,5200 Denver Ave S,Seattle,WA,98108,,,
Stitch Mitchell,Get It Gone Junk,,4023 Rucker Ave,Everett,WA,98201,www.getitgonejunk.com,,
House,Glacier West Self Storage,(360) 283-5224,3832 172nd ST NE,Arlington,WA,98223,https://www.glacierwestselfstorage.com/self-storage/wa/monroe/147th-st/,,Info@glacierwest.com
Maury Eskenazi,Glass By Lund,(425) 334-5863,"9433 4th Street N.E., Suite 101",Lake Stevens,WA,98258,glassbylund.com,,info@glassbylund.com
Chuck Maylin,Global Music Rights (GMR),(310) 209-6444,907 Westwood Blvd.,Los Angeles,90024,,www.globalmusicrights.com,,radio.licensing@globalmusicrights.com
Maury Eskenazi,GloryBucha,,116 E 5th St,Arlington,WA,98223,https://glorybucha.com/,,
Amp Harrell,Go Jo Plumbing,,,Arlington,WA,,,Energy / Utilities,
Stitch Mitchell,Goldfinch Brothers,,2812 Rucker Ave,Everett,WA,98201,http://www.goldfinchbros.com,,
House,Good Brewing Company,(425) 247-3245,5817 238th St SE #3,Woodinville,WA,98229,goodbrewing.co,,
Deanna Sigel,Good Sense Electric,,PO Box 421,Mukilteo,WA,98275,,,
Deanna Sigel,Good-To-Go Restoration,,"133 124th St SE, Apt C302","Everett, WA",WA,98208,www.goodtogorestoration.com,,425-252-3937
House,Gourley Law Group,(360) 568-5065,1002 10th St,Snohomish,WA,98290,gourleylawgroup.com,,craig@glgmail.com
House,Grain Artisan Bakery,(425) 200-5210,,Redmond,WA,,https://www.pacificnorthwestcupcakes.com/,,
Stitch Mitchell,Grandma's In Da Kitchen,,2831 W Marine View Dr,Everett,WA,98201,https://www.grandmasindakitchen.com/?fbclid=IwAR3AEq5F3DrQmD-JSoxa_rYFFkOr5sHJIlTZvM0dRw9oCJQXUytQFCUgdJE,,
Amp Harrell,Grandview Management Services,(360) 435-7171,129 N Olympic Avenue,Arlington,WA,98223,grandviewmanagment.com,Real Estate,
Deanna Sigel,Granite Marble Specialist,,13624 Highway-99 bldg E,Lynnwood,WA,98087,granitemarblewa.com,,
Chuck Maylin,Grease Monkey,(206) 546-6244,17115 28th Dr. NE,Everett,WA,98208,http://www.greasemonkeyeverett794.com/,,info@https://www.greasemonkeyauto.com/everett-washington-98208-center-794
Amp Harrell,Great American Casino,,20500 108th ave,Kent,WA,,http://www.greatamericancasino.com/everett/,,
House,Greater Bothell Chamber of Commerce,(425) 485-4353,PO Box 1203,Bothell,WA,98041,http://bothellchamber.com/,,
House,Green Lady,,"14221 Lake Rd,",Lynnwood,WA,98087,greenladymj.com,,
Maury Eskenazi,Greenshields Industrial Supply,(425) 259-0111,710 N Broadway,Everett,WA,,http://www.gshields.com/,,Info@greenshields.com
Amp Harrell,Griffith Rush Drake Insurance Group,,6312 NE Bothell Way Ste A,Kenmore,WA,98028,,,
House,Gro Washington,,PO Box 776,Sultan,WA,98294,www.growwashington.biz,,
Deanna Sigel,Grocery Outlet,,26905 92nd Avenue N. W.,Stanwood,WA,98292,,Food,
Maury Eskenazi,Grocery Outlet  Everett Clairmont,,5209 Evergreen Way,,WA,,groceryoutlet.com//everett-claremont-wa,,
Maury Eskenazi,Grocery Outlet Arlington,,123 e. burke Ave,Arlington,WA,,,,
Maury Eskenazi,GSR Rentals,,450 Railroad Ave.,Monroe,WA,,https://www.gsrparty.com/,,
House,Habitat for Humanity,,"16929 Highway 99, Suite 100",Lynnwood,WA,98037,www.habitatsnohomish.org,,
House,Hanky Pies,(360) 691-9413,106 Cascade Ave,Granite Falls,WA,98252,https://hankypies.com/,,
Stitch Mitchell,Happy Hoppers Square Dance Club,,,,WA,,happyhoppers.org,,
Chuck Maylin,Happy Hour Media,,3500 188th St SW,Lynnwood,WA,98037,www.happyhourmediagroup.com,,
Deanna Sigel,Harbor Wholesale Foods,(360) 754-4484,3901 Hogum Bay Road N.E.,Lacey,WA,98516,www.harborwholesale.com,Transportation,
Amp Harrell,Harley Exteriors,,"22122 20th Ave SE",Bothell,WA,98021,https://www.harleyexteriors.com/,,
Deanna Sigel,Hausmeister LLC,(425) 622-8869,1305 Bonneville Avenue,Snohomish,WA,98290,www.hausmeisterllc.net,,marcel@hausmeisterllc.net
House,Haworth Media,,,,WA,,,,
Amp Harrell,HCI Steel Buildings,,"17833 59th Ave NE, Ste C",Arlington,WA,98223,HCIsteelbuildings.com,,
Stitch Mitchell,Helicopters Northwest,,"Paine Field Airport",Everett,WA,98204,www.everetthelicoptersnw.com,,
House,Hempler's,,"5470 Nielsen Ave,",Ferndale,WA,98248,https://hemplers.com/,,info@hemplers.com
Deanna Sigel,High Point Gutter,,17802 134th AVE NE Suite 18,Woodinville,WA,98072,www.highpointgutter.com,,
House,Historic Everett Theater,,2911 Colby Ave,Everett,WA,98201,http://www.historiceveretttheatre.org/,,
Stitch Mitchell,Historic Flight Foundation,(425) 348-3200,10719 Bernie Webber Drive,Mukilteo,WA,98275,historicflight.org,,airborne@historicflight.org
Maury Eskenazi,Holiday Sports,,,Burlington,WA,98233,,,
