record_manager,company,phone,address1,city,state,zipcode,website,industry,company_email
Deanna Sigel,Innovative Solutions,(087) 240-4341,,,,,https://www.innovativesolutions.ie/,,john@innovativesolutions.ie
Stitch Mitchell,Institute of Flight,,8415 Paine Field Blvd,Mukilteo,WA,98275,futureofflight.org,,
House,Integrity Energy Systems LLC,(425) 419-4676,430 S 96th St.,Seattle,WA,98122,www.integrityenergysystems.net,Heating Air Conditioning,info@integrityenergysystems.net
Amp Harrell,Integrity Stonework,(425) 582-7442,19902 40th Ave W,Lynnwood,WA,98036,https://integritystonework.com/,Construction,
Chuck Maylin,IRG Physical & Hand Therapy,,1519 132nd St SE,Everett,WA,98208,irgpt.com,,
Amp Harrell,Ironwood Renovation L.L.C.,(360) 810-7639,,Snohomish,WA,98290,http://www.ironwoodrenovations.com/,Construction,
House,Island County Public Health,,410 N. Main Street,Coupeville,WA,98239,.islandcountywa.gov/Health/AHC/Pages/contact.aspx,,
Chuck Maylin,ITEX Seattle,,4630 Eastlake Sammamish Pkwy NE,Sammamish,WA,98074,www.itex.com,,
Deanna Sigel,Ivars Mukilteo Landing,,710 Front Street,Mukilteo,WA,98275,ivars.com,,
Deanna Sigel,J Donovan Smith Creative,(206) 551-7685,5104 SUNSET LN,Everett,WA,98203,http://jdonovansmith.com/,,info@jdonovansmith.com
Amp Harrell,J Matheson Gifts,,2615 Colby Avenue,Everett,WA,98201,http://www.jmatheson.com/,,
Amp Harrell,J. Michael Gallagher,(360) 794-7531,1203 W Main St,Monroe,WA,98272,http://dontbeaweekendparent.com/,Attorney / Legal,
House,J.P. Morgan Chase Bank,(212) 270-6000,,,WA,,https://www.jpmorganchase.com/,,N/A
House,Jamco America,(425) 347-4735,1018 80th Street S.W.,Everett,WA,98203,https://www.jamco-america.com/,,HR@jamco-america.com
Maury Eskenazi,James G. Murphy Co.,(425) 486-1246,18226 68th AVE N.E.,Kenmore,WA,98208,http://murphyauction.com,,webinfo@murphyauction.com
Deanna Sigel,James Russell CPA,,4211 Alderwood Mall Vlvd,Lynnwood,WA,98036,https://jamesrussellcpas.com/,,
Amp Harrell,"Jay W. Neff, Attorney at Law",,3306 Wetmore,Everett,WA,98201,http://www.jaywneff.com/,,
Stitch Mitchell,Jay's Barbershop,,"1515 5th St,",Marysville,WA,98270,http://jaysbarbershop.us/,,
Maury Eskenazi,Jerry Smith Motors (Chevy Buick Kia),,12484 Reservation Rd.,Anacortes,WA,98221,jerrysmithcars.com,,
Stitch Mitchell,Jet City Roller Derby,,P.O. Box 3401,Everett,WA,98213,jetcityrollergirls.com,,
Deanna Sigel,Jim Dandy Sewer and Plumbing/,,"6202 214th Street SW,","Mountlake Terrace,",WA,98043,https://jimdandysewer.com/,,
Deanna Sigel,Jimmy John's,,2602 Broadway,Everett,WA,98201,,,
Amp Harrell,Jimmy Peppers,(425) 249-2119,10121 EVERGREEN WAY suite 10,Everett,WA,98204,https://www.jimmypeppersweb.com,,jcmisko@jimmypeppersonline.com
Deanna Sigel,Jimmy's Pizza and Pasta,,9819 State Route 532,Stanwood,WA,98282,jimmyspizzastanwood.com/,,
Deanna Sigel,Joes 2 Sons Plumbing,,6424 S 143rd PL,Seattle,WA,98168,https://www.2sonsplumbing.com/plumbers-seattle-wa/,,
Amp Harrell,John L. Scott Real Estate,,,Bellingham,WA,,https://ryankentsmith.johnlscott.com/,,
Chuck Maylin,JStokes Agency,,1444 North Main St,Walnut Creek,CA,94596,www.jstokes.com,,
House,Judd & Black,(425) 258-4003,2520 Cedardale Rd,Mount Vernon,WA,98274,www.juddblack.com,,info@juddblack.com
Maury Eskenazi,"Junkzilla, Inc",,,Mountlake Terrace,WA,,junkzillainc.com,,junkzillainc@gmail.com
Deanna Sigel,K Pro Auto,,nd Dr. NW,Stanwood,WA,,autorepairstanwoodwa.com,,
House,Kaiser Permanente,,"320 Westlake Ave. N., Suite 100",Seattle,WA,98109,,,
Amp Harrell,Keller Kitchen and Bath Showrooms of Everett,,3105 Pacific Avenue,Everett,WA,98201,,,
Stitch Mitchell,Kelso Kustom Meats,(360) 568-3065,216 Maple Ave,Snohomish,WA,98290,kelsomeats.com,,jjkelso@msn.com
House,Kendall Marysville Ford of Marysville,(360) 659-400,15900 Smokey Point Blvd.,Marysville,WA,98223,marysvilleautocenter.com,Automotive / Aerospace,
House,Kerney Insurance,,2611 Wetmore Ave,Everett,WA,98201,https://www.kerneyins.com,,
House,Kindred Kitchen,,"3315 Broadway,",Everett,WA,,,,
Stitch Mitchell,KING 5,(206) 448-5555,1501 1st Ave. South,Seattle,WA,98134,king5.com,,
Amp Harrell,Kirkland Chamber of Commerce,,440 Central Way,Kirkland,WA,98033,https://kirklandchamber.org/,,
Amp Harrell,Kitchen Plus,(866) 575-2128,12121 Northup Way,Bellevue,WA,98005,kitchenplus.com,Construction,
Maury Eskenazi,Kitsap County DUI and Target Zero,(360) 633-0805,,,WA,,http://www.targetzero.com/,,mmasters@co.kitsap.wa.us
Deanna Sigel,Kiwanis Mukilteo,,,,WA,,https://mukilteokiwanis.wordpress.com/,,
Stitch Mitchell,Kla Ha Ya Days,,PO Box 571,Snohomish,WA,98291,http://www.klahayadays.com,,
House,Klein Honda,(425) 355-7500,10611 Evergreen Way,Everett,WA,98204,www.kleinhonda.com,,
House,Klesick Family Farm,(360) 652-4663,24101 Miller Rd,Stanwood,WA,98292,klesicks.com,,
Deanna Sigel,Kohls,,,,WA,,https://corporate.kohls.com/company/contact-us,,
Deanna Sigel,KOMO TV,(206) 404-4125,140 4th Ave N Suite 370,Seattle,WA,98109,komonews.com,,moboy@komotv.com
Chuck Maylin,KOZ Properties LLC,(360) 775-5570,1925 Weaver Road,Snohomish,WA,98290,www.kozonweaverroad.com,Retirement Living,
House,Kreuger Asthetics/Sleep Therapy,,828 2nd St,Mukilteo,WA,98275,,,
Amp Harrell,Krueger Beck Law,,"520 Kirkland Way, Suite 400",Kirkland,WA,98033,http://www.kruegerbecklaw.com/,,
House,Kulshan Brewing Co.,(360) 389-5348,1538 Kentucky St,Bellingham,WA,98229,https://kulshanbrewing.com/,,
Maury Eskenazi,Kush Mart,,6309 Evergreen Way Suite C,Everett,WA,,http://kushmart99.com/,,
House,Kushmans Cannabis Purveyor,,15804 HWY 99 A,Lynnwood,WA,,,,
House,KushMart Clothing & Glass,(425) 382-2167,6309 Evergreen Way ste b,Everett,98203,,https://kushmart99.com/kushmart-clothing-merchandise-store/,,info@kushmart99.com
Deanna Sigel,Laf Tech,,,,,,https://laftechnw.com/,,requests@trendesigns.com
House,Lake Stevens / Alderwood Ankle & Foot Clinic,,515 SR 9 NE Ste103,Lake  Stevens,WA,98258,www.drfloydsoffice.com,,
Stitch Mitchell,Lake Stevens Aquafest,,P.O. Box 670,Lake Stevens,WA,98258,http://www.aquafest.com,,
Deanna Sigel,Lake Stevens Assembly of God,,9805 31st Place NE,Lake  Stevens,WA,98258,https://lakestevensag.org/,,
House,Lake Stevens Brewing Co.,,2010 Grade Rd,Lake Stevens,WA,98258,www.lakestevensbrewingco.com,,
Amp Harrell,Lake Stevens Chamber of Commerce,,"10020 Lundeen Park Way",Lake Stevens,WA,98258,lakestevenschamber.com,,
House,Land Dirt Pipe Construction,,9725 32ND ST SE,Lake Stevens,WA,98258,landdirtpipe.com,,
Amp Harrell,Last Chance Casino,(360) 436-2252,5318 Chief Brown Lane,Darrington,WA,98241,https://lastchancecasinoandbingo.com/,Casino / Gambling,info@lccgaming.com
House,Lazy Boy Brewing,,715 100th St SE,Everett,WA,,http://www.lazyboybrewing.com/,,
Deanna Sigel,Leaf Filter,,,,WA,,www.leaffilter.com,,
Amp Harrell,Leaf Guard of Seattle,(206) 866-7862,22620 85th Place S,Kent,WA,98031,https://englertgutter.com/seattle/,,info@englertgutter.com
Amp Harrell,Leafless in Seattle,(253) 250-4449,19713 92nd Ave S,Kent,WA,98031,https://www.leaflessinseattle.com/,Construction,
Maury Eskenazi,Leafly,(206) 604-4449,71 Columbia St | Ste 200,,WA,,leafly.com,,
Amp Harrell,Lee Johnson Nissan of Kirkland,,,,,,,,
Deanna Sigel,LegalShield,,,,WA,,http://markwick.wearelegalshield.com,,
Deanna Sigel,Lenz Enterprises,,52110 State Route 532,Stanwood,WA,98292,,,
Deanna Sigel,Lexar Homes,,3721 116th St NE #9,Marysville,WA,98271,https://www.lexarhomes.com/contact/lexar-homes-snohomish,,TRhynes@lexarhomes.com
Chuck Maylin,Lifetime Heating and Air Conditioning,(425) 553-4328,2801 Bickford Ave,Snohomish,WA,98290,www.heatingforlife.com,Heating Air Conditioning,info@heatingforlife.com
Amp Harrell,Limitless Plumbing and Sewer,,402 Pearl Street,Snohomish,WA,98290,https://www.limitlessplumbingandsewer.com/,,
House,Liquor & Wine Store,,,,WA,,,,
Chuck Maylin,Little Bit Therapeutic Riding Center,(425) 882-1554,18675 NE 106th St,Redmond,WA,98052,www.littlebit.org,Non-Profit,littlebit@littlebit.org
Amp Harrell,Little’s Construction,(425) 355-1780,,Stanwood,WA,,https://littlesconstruction.com/,Construction,randy@littlesconstruction.com
